"Body Part Link","پیوند قسمت بدن"
"HLC-CPR-.YYYY.-","HLC-CPR- .YYYY.-"
"Procedure Template","الگو"
"Procedure Prescription","روش تجویز"
"Service Unit","واحد خدمات"
"Consumables","مواد مصرفی"
"Consume Stock","مصرف سهام"
"Invoice Consumables Separately","مواد مصرفی فاکتور به طور جداگانه"
"Consumption Invoiced","مصرف فاکتور شده"
"Consumable Total Amount","مبلغ مصرفی کل"
"Consumption Details","جزئیات مصرف"
"Nursing User","پرستار کاربر"
"Clinical Procedure Item","مورد روش بالینی"
"Invoice Separately as Consumables","صورت حساب جداگانه به عنوان مواد مصرفی"
"Transfer Qty","تعداد انتقال"
"Actual Qty (at source/target)","تعداد واقعی (در منبع / هدف)"
"Is Billable","قابل پرداخت است"
"Allow Stock Consumption","اجازه مصرف سهام"
"Sample UOM","نمونه UOM"
"Collection Details","جزئیات مجموعه"
"Change In Item","تغییر در مورد"
"Codification Table","جدول کدگذاری"
"Complaints","شکایت"
"Dosage Strength","قدرت تحمل"
"Strength","استحکام"
"Drug Prescription","تجویز دارو"
"Drug Name / Description","نام / توضیحات دارو"
"Dosage","مصرف"
"Dosage by Time Interval","مصرف با فاصله زماني"
"Interval","فاصله"
"Interval UOM","فاصله UOM"
"Hour","ساعت"
"Update Schedule","به روز رسانی برنامه"
"Exercise","ورزش"
"Difficulty Level","سطح دشواری"
"Counts Target","می شمارد هدف"
"Counts Completed","شمارش انجام شد"
"Assistance Level","سطح کمک"
"Active Assist","دستیار فعال"
"Exercise Name","نام ورزش"
"Body Parts","اعضای بدن"
"Exercise Instructions","دستورالعمل ورزش"
"Exercise Video","فیلم ورزش"
"Exercise Steps","مراحل ورزش"
"Steps Table","جدول مراحل"
"Exercise Type Step","مرحله تمرین نوع"
"Max number of visit","حداکثر تعداد بازدید"
"Visited yet","هنوز بازدید کرده اید"
"Reference Appointments","انتصابات مرجع"
"Valid till","معتبر تا"
"Fee Validity Reference","مرجع اعتبار هزینه"
"Basic Details","جزئیات اساسی"
"HLC-PRAC-.YYYY.-","HLC-PRAC -YYYY.-"
"Phone (R)","تلفن (R)"
"Phone (Office)","تلفن (دفتر)"
"Employee and User Details","جزئیات کارمند و کاربر"
"Hospital","بیمارستان"
"Appointments","قرار ملاقات ها"
"Practitioner Schedules","برنامه تمرینکننده"
"Charges","اتهامات"
"Out Patient Consulting Charge","هزینه مشاوره بیمار"
"Default Currency","به طور پیش فرض ارز"
"Healthcare Schedule Time Slot","برنامه زمان بندی مراقبت بهداشتی"
"Parent Service Unit","واحد خدمات والدین"
"Service Unit Type","نوع واحد خدمات"
"Allow Appointments","اجازه ملاقات ها"
"Allow Overlap","اجازه همپوشانی"
"Inpatient Occupancy","بستری بستری"
"Occupancy Status","وضعیت شغلی"
"Vacant","خالی"
"Occupied","مشغول"
"Item Details","جزئیات مورد"
"UOM Conversion in Hours","تبدیل UOM در ساعت"
"Rate / UOM","نرخ / UOM"
"Change in Item","تغییر در مورد"
"Out Patient Settings","از تنظیمات بیمار"
"Patient Name By","نام بیمار توسط"
"Patient Name","نام بیمار"
"Link Customer to Patient","مشتری را به بیمار پیوند دهید"
"If checked, a customer will be created, mapped to Patient.\nPatient Invoices will be created against this Customer. You can also select existing Customer while creating Patient.","در صورت چک، یک مشتری ایجاد خواهد شد، به بیمار نقشه گذاری می شود. صورتحساب بیمار علیه این مشتری ایجاد خواهد شد. شما همچنین می توانید مشتریان موجود را هنگام ایجاد بیمار انتخاب کنید."
"Default Medical Code Standard","استاندارد استاندارد پزشکی"
"Collect Fee for Patient Registration","جمع آوری هزینه ثبت نام بیمار"
"Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.","با بررسی این امر بیماران جدیدی با وضعیت غیرفعال به طور پیش فرض ایجاد می شوند و فقط پس از فاکتور ثبت نام فعال می شوند."
"Registration Fee","هزینه ثبت نام"
"Automate Appointment Invoicing","صورتحساب انتصاب را خودکار کنید"
"Manage Appointment Invoice submit and cancel automatically for Patient Encounter","مدیریت مراجعه انتصاب ارسال و لغو خودکار برای برخورد بیمار"
"Enable Free Follow-ups","پیگیری رایگان را فعال کنید"
"Number of Patient Encounters in Valid Days","تعداد برخوردهای بیمار در روزهای معتبر"
"The number of free follow ups (Patient Encounters in valid days) allowed","تعداد پیگیری رایگان (برخوردهای بیمار در روزهای معتبر) مجاز است"
"Valid Number of Days","تعداد روزهای معتبر"
"Time period (Valid number of days) for free consultations","مدت زمان (تعداد روز معتبر) برای مشاوره رایگان"
"Default Healthcare Service Items","موارد بهداشتی پیش فرض"
"You can configure default Items for billing consultation charges, procedure consumption items and inpatient visits","می توانید موارد پیش فرض را برای هزینه های مشاوره صورتحساب ، موارد مصرف رویه و ویزیت های بیمارستانی پیکربندی کنید"
"Clinical Procedure Consumable Item","مورد مصرف بالینی روش مصرف"
"Default Accounts","حسابهای پیش فرض"
"Default income accounts to be used if not set in Healthcare Practitioner to book Appointment charges.","حساب های پیش فرض درآمد استفاده می شود اگر در پزشک متخصص مراقبت های بهداشتی تنظیم نشده باشد تا هزینه های انتصاب را تنظیم کنید."
"Default receivable accounts to be used to book Appointment charges.","حساب های دریافتنی پیش فرض که برای رزرو هزینه های انتصاب استفاده می شود."
"Out Patient SMS Alerts","هشدارهای SMS بیمار"
"Patient Registration","ثبت نام بیمار"
"Registration Message","پیام ثبت نام"
"Confirmation Message","پیام تأیید"
"Avoid Confirmation","اجتناب از تأیید"
"Do not confirm if appointment is created for the same day","تأیید نکرده اید که قرار ملاقات برای همان روز ایجاد شده باشد"
"Appointment Reminder","یادآوری انتصاب"
"Reminder Message","پیام یادآوری"
"Laboratory Settings","تنظیمات آزمایشگاهی"
"Create Lab Test(s) on Sales Invoice Submission","در ارسال فاکتور فروش تست (های) آزمایشگاهی ایجاد کنید"
"Checking this will create Lab Test(s) specified in the Sales Invoice on submission.","با بررسی این امر آزمایش (های آزمایشگاهی) مشخص شده در فاکتور فروش هنگام ارسال ارائه می شود."
"Create Sample Collection document for Lab Test","سند مجموعه نمونه را برای آزمایش آزمایش ایجاد کنید"
"Checking this will create a Sample Collection document  every time you create a Lab Test","با بررسی این ، هر بار که یک آزمایشگاه آزمایش ایجاد می کنید ، یک سند Sample Collection ایجاد می شود"
"Employee name and designation in print","نام و نام کارمند در چاپ"
"Check this if you want the Name and Designation of the Employee associated with the User who submits the document to be printed in the Lab Test Report.","اگر می خواهید نام و مشخصات کارمند مرتبط با کاربری که سند را ارسال می کند در گزارش آزمایشگاه آزمایش چاپ شود ، این مورد را بررسی کنید."
"Do not print or email Lab Tests without Approval","بدون تأیید آزمایشات آزمایشگاهی را چاپ یا ارسال نکنید"
"Checking this will restrict printing and emailing of Lab Test documents unless they have the status as Approved.","با بررسی این امر چاپ و ارسال نامه الکترونیکی اسناد آزمایشگاه محدود می شود مگر اینکه وضعیت تأیید شده داشته باشد."
"Custom Signature in Print","امضا سفارشی در چاپ"
"Laboratory SMS Alerts","هشدارهای SMS آزمایشگاهی"
"Result Printed Message","پیام پیام چاپ شده"
"Result Emailed Message","پیام پیام الکترونیکی"
"Check In","چک کردن"
"Check Out","وارسی"
"HLC-INP-.YYYY.-","HLC-INP- .YYYY.-"
"A Positive","آ مثبت"
"A Negative","منفی است"
"AB Positive","مثبت AB"
"AB Negative","AB منفی"
"B Positive","B مثبت"
"B Negative","B منفی است"
"O Positive","مثبت"
"O Negative","منفی نیستم"
"Date of birth","تاریخ تولد"
"Admission Scheduled","پذیرش برنامه ریزی شده"
"Discharge Scheduled","تخلیه برنامه ریزی شده"
"Discharged","تخلیه شده"
"Admission Schedule Date","تاریخ برنامه پذیرش"
"Admitted Datetime","تاریخ تایید پذیرفته شد"
"Expected Discharge","تخلیه مورد انتظار"
"Discharge Date","تاریخ ترخیص"
"Lab Prescription","نسخه آزمایشگاهی"
"Lab Test Name","نام آزمایشگاه"
"Test Created","تست ایجاد شده"
"Submitted Date","تاریخ ارسال شده"
"Approved Date","تاریخ تأیید"
"Sample ID","شناسه نمونه"
"Lab Technician","تکنیسین آزمایشگاه"
"Report Preference","اولویت گزارش"
"Test Name","نام آزمون"
"Test Template","قالب تست"
"Test Group","تست گروه"
"Custom Result","نتیجه سفارشی"
"LabTest Approver","تأییدکننده LabTest"
"Add Test","اضافه کردن تست"
"Normal Range","محدوده طبیعی"
"Result Format","فرمت نتیجه"
"Single","تک"
"Compound","ترکیب"
"Descriptive","توصیفی"
"Grouped","گروه بندی شده"
"No Result","هیچ نتیجه"
"This value is updated in the Default Sales Price List.","این مقدار در لیست قیمت پیش فروش فروش به روز می شود."
"Lab Routine","روال آزمایشگاهی"
"Result Value","ارزش نتیجه"
"Require Result Value","نیاز به ارزش نتیجه"
"Normal Test Template","الگو آزمون عادی"
"Patient Demographics","دموگرافیک بیمار"
"HLC-PAT-.YYYY.-","HLC-PAT- .YYYY.-"
"Middle Name (optional)","نام میانی (اختیاری)"
"Inpatient Status","وضعیت سرپایی"
"If """"Link Customer to Patient"""" is checked in Healthcare Settings and an existing Customer is not selected then, a Customer will be created for this Patient for recording transactions in Accounts module.","اگر &quot;پیوند مشتری با بیمار&quot; در تنظیمات بهداشتی بررسی شود و مشتری موجود انتخاب نشود ، یک مشتری برای ثبت این معاملات در ماژول حساب برای این بیمار ایجاد می شود."
"Personal and Social History","تاریخچه شخصی و اجتماعی"
"Marital Status","وضعیت تاهل"
"Married","متاهل"
"Divorced","طلاق"
"Widow","بیوه"
"Patient Relation","رابطه بیمار"
"Allergies, Medical and Surgical History","آلرژی، تاریخ پزشکی و جراحی"
"Allergies","آلرژی"
"Medication","داروی"
"Medical History","تاریخچه پزشکی"
"Surgical History","تاریخ جراحی"
"Risk Factors","عوامل خطر"
"Occupational Hazards and Environmental Factors","خطرات کاری و عوامل محیطی"
"Other Risk Factors","سایر عوامل ریسک"
"Patient Details","جزئیات بیمار"
"Additional information regarding the patient","اطلاعات اضافی مربوط به بیمار"
"HLC-APP-.YYYY.-","HLC-APP -YYYY.-"
"Patient Age","سن بیمار"
"Get Prescribed Clinical Procedures","روش های کلینیکی تجویز شده را دریافت کنید"
"Therapy","درمان"
"Get Prescribed Therapies","درمان های تجویز شده را دریافت کنید"
"Appointment Datetime","قرار ملاقات"
"Duration (In Minutes)","مدت زمان (در چند دقیقه)"
"Reference Sales Invoice","فاکتور فروش مرجع"
"More Info","اطلاعات بیشتر"
"Referring Practitioner","متخصص ارجاع"
"HLC-PA-.YYYY.-","HLC-PA-.YYYY.-"
"Assessment Template","الگوی ارزیابی"
"Assessment Datetime","ارزیابی Datetime"
"Assessment Description","شرح ارزیابی"
"Assessment Sheet","برگ ارزیابی"
"Total Score Obtained","مجموع امتیاز کسب شده"
"Scale Min","حداقل مقیاس"
"Scale Max","مقیاس حداکثر"
"Patient Assessment Detail","جزئیات ارزیابی بیمار"
"Assessment Parameter","پارامتر ارزیابی"
"Patient Assessment Parameter","پارامتر ارزیابی بیمار"
"Patient Assessment Sheet","برگ ارزیابی بیمار"
"Patient Assessment Template","الگوی ارزیابی بیمار"
"Assessment Parameters","پارامترهای ارزیابی"
"Parameters","مولفه های"
"Assessment Scale","مقیاس ارزیابی"
"Scale Minimum","حداقل مقیاس"
"Scale Maximum","مقیاس حداکثر"
"HLC-ENC-.YYYY.-","HLC-ENC- .YYYY.-"
"Encounter Date","تاریخ برخورد"
"Encounter Time","زمان برخورد"
"Encounter Impression","معمای مواجهه"
"Symptoms","علائم"
"In print","در چاپ"
"Medical Coding","کدگذاری پزشکی"
"Procedures","روش ها"
"Therapies","روشهای درمانی"
"Review Details","جزئیات بازبینی"
"Patient Encounter Diagnosis","تشخیص برخورد بیمار"
"Patient Encounter Symptom","علائم برخورد بیمار"
"HLC-PMR-.YYYY.-","HLC-PMR- .YYYY.-"
"Attach Medical Record","پرونده پزشکی را ضمیمه کنید"
"Spouse","همسر"
"Family","خانواده"
"Schedule Details","جزئیات برنامه"
"Schedule Name","نام برنامه"
"Time Slots","اسلات زمان"
"Practitioner Service Unit Schedule","برنامه زمانبندی واحدهای خدمات پزشک"
"Procedure Name","نام پرونده"
"Appointment Booked","انتصاب رزرو"
"Procedure Created","روش ایجاد شده است"
"HLC-SC-.YYYY.-","HLC-SC- .YYYY.-"
"Collected By","جمع آوری شده توسط"
"Particulars","جزئيات"
"Result Component","نتیجه کامپوننت"
"HLC-THP-.YYYY.-","HLC-THP-.YYYY.-"
"Therapy Plan Details","جزئیات برنامه درمانی"
"Total Sessions","کل جلسات"
"Total Sessions Completed","کل جلسات انجام شده است"
"Therapy Plan Detail","جزئیات طرح درمانی"
"No of Sessions","بدون جلسات"
"Sessions Completed","جلسات به اتمام رسید"
"Tele","دور"
"Exercises","تمرینات"
"Therapy For","درمان برای"
"Add Exercises","تمرینات را اضافه کنید"
"Body Temperature","دمای بدن"
"Presence of a fever (temp &gt; 38.5 °C/101.3 °F or sustained temp &gt; 38 °C/100.4 °F)","وجود تب (دماي 38.5 درجه سانتی گراد / 101.3 درجه فارنهایت یا دمای پایدار&gt; 38 درجه سانتی گراد / 100.4 درجه فارنهایت)"
"Heart Rate / Pulse","ضربان قلب / پالس"
"Adults' pulse rate is anywhere between 50 and 80 beats per minute.","نرخ نبض بزرگسالان بین 50 تا 80 ضربان در دقیقه است."
"Respiratory rate","نرخ تنفس"
"Normal reference range for an adult is 16–20 breaths/minute (RCP 2012)","محدوده مرجع عادی برای یک بزرگسال 16 تا 20 نفس / دقیقه است (RCP 2012)"
"Tongue","زبان"
"Coated","پوشش داده شده"
"Very Coated","بسیار پوشیده شده است"
"Normal","طبیعی"
"Furry","خزنده"
"Cuts","برش"
"Abdomen","شکم"
"Bloated","پف کرده"
"Fluid","مایع"
"Constipated","یبوست"
"Reflexes","رفلکس"
"Hyper","بیش از حد"
"Very Hyper","خیلی زیاد"
"One Sided","یک طرفه"
"Blood Pressure (systolic)","فشار خون (سیستولیک)"
"Blood Pressure (diastolic)","فشار خون (دیاستولیک)"
"Blood Pressure","فشار خون"
"Normal resting blood pressure in an adult is approximately 120 mmHg systolic, and 80 mmHg diastolic, abbreviated """"120/80 mmHg""""","فشار خون در حالت طبیعی در بزرگسالان تقریبا 120 میلیمتر جیوه سینوس است و دیاستولیک mmHg 80 میلی متر و &quot;120/80 میلیمتر جیوه&quot;"
"Nutrition Values","ارزش تغذیه ای"
"Height (In Meter)","ارتفاع (در متر)"
"Weight (In Kilogram)","وزن (در کیلوگرم)"
"BMI","شاخص توده بدنی"
"Hotel Room","اتاق هتل"
"Hotel Room Type","نوع اتاق هتل"
"Capacity","ظرفیت"
"Extra Bed Capacity","ظرفیت پذیرش اضافی"
"Hotel Manager","مدیر هتل"
"Hotel Room Amenity","اتاق پذیرایی اتاق"
"Billable","قابل پرداخت"
"Hotel Room Package","بسته اتاق هتل"
"Amenities","امکانات"
"Hotel Room Pricing","قیمت اتاق هتل"
"Hotel Room Pricing Item","قیمت اتاق هتل"
"Hotel Room Pricing Package","بسته بندی قیمت اتاق هتل"
"Hotel Room Reservation","اتاق رزرو هتل"
"Guest Name","نام مهمان"
"Late Checkin","بررسی دیرهنگام"
"Booked","رزرو"
"Hotel Reservation User","کاربر رزرو هتل"
"Hotel Room Reservation Item","مورد رزرو اتاق هتل"
"Hotel Settings","تنظیمات هتل"
"Default Taxes and Charges","مالیات به طور پیش فرض ها و اتهامات"
"Default Invoice Naming Series","Default Invoice نامگذاری سری"
"HR","HR"
"Date on which this component is applied","تاریخ استفاده از این مؤلفه"
"Salary Slip","لغزش حقوق و دستمزد"
"HR User","HR کاربر"
"Job Applicant","درخواستگر کار"
"Body","بدن"
"Appraisal Template","ارزیابی الگو"
"Parent Department","والدین"
"Leave Block List","ترک فهرست بلوک"
"Days for which Holidays are blocked for this department.","روز که تعطیلات برای این بخش مسدود شده است."
"Leave Approver","ترک تصویب"
"Expense Approver","تصویب هزینه"
"Required Skills","مهارت های مورد نیاز"
"Skills","مهارت ها"
"Driver","راننده"
"HR-DRI-.YYYY.-","HR-DRI- .YYYY.-"
"Suspended","تعطیل"
"Transporter","حمل کننده"
"Applicable for external driver","قابل اجرا برای راننده خارجی"
"Cellphone Number","شماره تلفن همراه"
"License Details","جزئیات مجوز"
"License Number","شماره پروانه"
"Issuing Date","تاریخ صادر شدن"
"Driving License Categories","دسته بندی مجوز رانندگی"
"Driving License Category","رده مجوز رانندگی"
"Fleet Manager","ناوگان مدیر"
"Driver licence class","کلاس گواهینامه رانندگی"
"HR-EMP-","HR-EMP-"
"Employment Type","نوع استخدام"
"Emergency Contact","تماس اضطراری"
"Emergency Contact Name","نام تماس اضطراری"
"Emergency Phone","تلفن اضطراری"
"ERPNext User","کاربر ERPNext"
"System User (login) ID. If set, it will become default for all HR forms.","سیستم کاربر (ورود به سایت) ID. اگر تعیین شود، آن را تبدیل به طور پیش فرض برای همه اشکال HR."
"Create User Permission","ایجاد مجوز کاربر"
"This will restrict user access to other employee records","این دسترسی کاربر به سوابق کارمند دیگر محدود می شود"
"Joining Details","پیوستن به جزئیات"
"Offer Date","پیشنهاد عضویت"
"Confirmation Date","تایید عضویت"
"Contract End Date","پایان دادن به قرارداد تاریخ"
"Notice (days)","مقررات (روز)"
"Date Of Retirement","تاریخ بازنشستگی"
"Department and Grade","گروه و درجه"
"Reports to","گزارش به"
"Attendance and Leave Details","حضور و خروج جزئیات"
"Attendance Device ID (Biometric/RF tag ID)","شناسه دستگاه حضور و غیاب (شناسه برچسب بیومتریک / RF)"
"Applicable Holiday List","فهرست تعطیلات قابل اجرا"
"Default Shift","تغییر پیش فرض"
"Salary Mode","حالت حقوق و دستمزد"
"Bank A/C No.","شماره حساب بانک"
"Health Insurance","بیمه سلامت"
"Health Insurance Provider","ارائه دهنده خدمات درمانی"
"Health Insurance No","شماره بیمه درمانی"
"Prefered Email","ترجیح ایمیل"
"Personal Email","ایمیل شخصی"
"Permanent Address Is","آدرس دائمی است"
"Rented","اجاره"
"Owned","متعلق به"
"Permanent Address","آدرس دائمی"
"Prefered Contact Email","ترجیح ایمیل تماس"
"Company Email","شرکت پست الکترونیک"
"Provide Email Address registered in company","آدرس ایمیل ثبت شده در شرکت"
"Current Address Is","آدرس فعلی است"
"Current Address","آدرس فعلی"
"Personal Bio","Bio Bio"
"Bio / Cover Letter","Bio / Cover Letter"
"Short biography for website and other publications.","بیوگرافی کوتاه برای وب سایت ها و نشریات دیگر."
"Passport Number","شماره پاسپورت"
"Date of Issue","تاریخ صدور"
"Place of Issue","محل صدور"
"Widowed","بیوه"
"Family Background","سابقه خانواده"
"Here you can maintain family details like name and occupation of parent, spouse and children","در اینجا شما می توانید جزئیات خانواده مانند نام و شغل پدر و مادر، همسر و فرزندان حفظ"
"Health Details","جزییات بهداشت"
"Here you can maintain height, weight, allergies, medical concerns etc","در اینجا شما می توانید قد، وزن، آلرژی ها، نگرانی های پزشکی و غیره حفظ"
"Educational Qualification","صلاحیت تحصیلی"
"Previous Work Experience","قبلی سابقه کار"
"External Work History","سابقه کار خارجی"
"History In Company","تاریخچه در شرکت"
"Internal Work History","تاریخچه کار داخلی"
"Resignation Letter Date","استعفای نامه تاریخ"
"Relieving Date","تسکین عضویت"
"Reason for Leaving","دلیلی برای ترک"
"Leave Encashed?","ترک نقد شدنی؟"
"Encashment Date","Encashment عضویت"
"New Workplace","جدید محل کار"
"Returned Amount","مقدار برگشت داده شد"
"Advance Account","حساب پیشرو"
"Benefits Applied","مزایای کاربردی"
"Benefit Type and Amount","نوع مزایا و مبلغ"
"Task Weight","وظیفه وزن"
"Employee Education","آموزش و پرورش کارمند"
"School/University","مدرسه / دانشگاه"
"Graduate","فارغ التحصیل"
"Post Graduate","فوق لیسانس"
"Under Graduate","مقطع"
"Year of Passing","سال عبور"
"Class / Percentage","کلاس / درصد"
"Major/Optional Subjects","عمده / موضوع اختیاری"
"Employee External Work History","کارمند خارجی سابقه کار"
"Total Experience","تجربه ها"
"Default Leave Policy","پیش فرض خط مشی را ترک کنید"
"Employee Group Table","جدول گروه کارمندان"
"ERPNext User ID","شناسه کاربر ERPNext"
"Employee Internal Work History","کارمند داخلی سابقه کار"
"Activities","فعالیت ها"
"Employee Onboarding Activity","فعالیت کارکنان کارکنان"
"Employee Promotion Detail","جزئیات ارتقاء کارکنان"
"Employee Transfer Property","کارفرما انتقال اموال"
"Unclaimed amount","مقدار نامعلوم"
"Holiday List Name","نام فهرست تعطیلات"
"Total Holidays","کل تعطیلات"
"Add Weekly Holidays","تعطیلات هفتگی اضافه کنید"
"Weekly Off","فعال هفتگی"
"Add to Holidays","اضافه کردن به تعطیلات"
"Holidays","تعطیلات"
"Clear Table","جدول پاک کردن"
"Retirement Age","سن بازنشستگی"
"Enter retirement age in years","سن بازنشستگی را وارد کنید در سال های"
"Stop Birthday Reminders","توقف تولد یادآوری"
"Leave Settings","تنظیمات را ترک کنید"
"Accepted","پذیرفته"
"Printing Details","اطلاعات چاپ"
"Job Title","عنوان شغلی"
"Allocation","تخصیص"
"Select Employees","انتخاب کارمندان"
"Allocate","اختصاص دادن"
"Max Leaves Allowed","حداکثر برگ مجاز است"
"Maximum Continuous Days Applicable","حداکثر روز پیوسته قابل اجرا"
"Select Payroll Period","انتخاب کنید حقوق و دستمزد دوره"
"Abbr","مخفف"
"Condition and Formula","شرایط و فرمول"
"Total Working Hours","کل ساعات کار"
"Hour Rate","یک ساعت یک نرخ"
"Bank Account No.","شماره حساب بانکی"
"Earning & Deduction","سود و کسر"
"Loan repayment","بازپرداخت وام"
"Employee Loan","کارمند وام"
"Total Principal Amount","مجموع کل اصل"
"Total Interest Amount","مقدار کل سود"
"Total Loan Repayment","مجموع بازپرداخت وام"
"net pay info","اطلاعات خالص دستمزد"
"Gross Pay - Total Deduction - Loan Repayment","دستمزد ناخالص - کسر مجموع - بازپرداخت وام"
"Net Pay (in words) will be visible once you save the Salary Slip.","پرداخت خالص (به عبارت) قابل مشاهده خواهد بود یک بار شما را لغزش حقوق و دستمزد را نجات دهد."
"Staffing Plan Details","جزئیات برنامه کارکنان"
"Optional","اختیاری"
"Costing","هزینه یابی"
"Vehicle","وسیله نقلیه"
"License Plate","پلاک وسیله نقلیه"
"Odometer Value (Last)","ارزش کیلومترشمار (آخرین)"
"Acquisition Date","تاریخ اکتساب"
"Chassis No","شاسی"
"Vehicle Value","ارزش خودرو"
"Insurance Details","جزئیات بیمه"
"Insurance Company","شرکت بیمه"
"Policy No","سیاست هیچ"
"Additional Details","توضیحات بیشتر"
"Fuel Type","نوع سوخت"
"Petrol","بنزین"
"Diesel","دیزل"
"Natural Gas","گاز طبیعی"
"Electric","برقی"
"Fuel UOM","UOM سوخت"
"Last Carbon Check","آخرین چک کربن"
"Wheels","چرخ ها"
"Doors","درب"
"last Odometer Value","آخرین مقدار کیلومتر شمار"
"Service Detail","جزئیات خدمات"
"Hub Tracked Item","مورد پیگیری توپی"
"Hub Node","مرکز گره"
"Image List","لیست تصویر"
"Item Manager","مدیریت آیتم ها"
"Hub User","کاربر هاب"
"Hub Password","رمز عبور هاب"
"Hub Users","کاربران هاب"
"Marketplace Settings","تنظیمات بازار"
"Disable Marketplace","غیر فعال کردن بازار"
"Marketplace URL (to hide and update label)","URL بازار (برای مخفی کردن و به روزرسانی برچسب)"
"Registered","ثبت شده"
"Sync in Progress","همگام سازی در حال پیشرفت"
"Hub Seller Name","فروشنده نام توپی"
"Custom Data","داده های سفارشی"
"Repay From Salary","بازپرداخت از حقوق و دستمزد"
"Regular Payment","پرداخت منظم"
"Loan Closure","بسته شدن وام"
"Rate of Interest (%) Yearly","نرخ بهره (٪) سالانه"
"MAT-MSH-.YYYY.-","MAT-MSH- .YYYY.-"
"Generate Schedule","تولید برنامه"
"Schedules","برنامه"
"Maintenance Schedule Detail","جزئیات برنامه نگهداری و تعمیرات"
"Scheduled Date","تاریخ برنامه ریزی شده"
"Actual Date","تاریخ واقعی"
"Maintenance Schedule Item","نگهداری و تعمیرات برنامه مورد"
"No of Visits","تعداد بازدید ها"
"MAT-MVS-.YYYY.-","MAT-MVS- .YYYY.-"
"Maintenance Date","تاریخ نگهداری و تعمیرات"
"Maintenance Time","زمان نگهداری"
"Completion Status","وضعیت تکمیل"
"Partially Completed","نیمه تکمیل شده"
"Fully Completed","طور کامل تکمیل شده"
"Unscheduled","برنامه ریزی"
"Breakdown","تفکیک"
"Purposes","اهداف"
"Customer Feedback","نظرسنجی"
"Maintenance Visit Purpose","هدف نگهداری سایت"
"Work Done","کار تمام شد"
"Against Document No","در برابر سند بدون"
"Against Document Detail No","جزئیات سند علیه هیچ"
"MFG-BLR-.YYYY.-","MFG-BLR- .YYYY.-"
"Order Type","نوع سفارش"
"Blanket Order Item","مورد سفارش پتو"
"Ordered Quantity","تعداد دستور داد"
"Item to be manufactured or repacked","آیتم به تولید و یا repacked"
"Quantity of item obtained after manufacturing / repacking from given quantities of raw materials","تعداد آیتم به دست آمده پس از تولید / repacking از مقادیر داده شده از مواد خام"
"Set rate of sub-assembly item based on BOM","تنظیم مقدار مورد مونتاژ بر اساس BOM"
"Allow Alternative Item","به جای جایگزین"
"Item UOM","مورد UOM"
"Conversion Rate","نرخ تبدیل"
"Rate Of Materials Based On","نرخ مواد بر اساس"
"With Operations","با عملیات"
"Manage cost of operations","مدیریت هزینه های عملیات"
"Transfer Material Against","انتقال مواد در مقابل"
"Routing","مسیریابی"
"Materials","مصالح"
"Quality Inspection Required","بازرسی کیفیت مورد نیاز است"
"Quality Inspection Template","الگو بازرسی کیفیت"
"Scrap","قراضه"
"Scrap Items","موارد ضایعات"
"Operating Cost","هزینه های عملیاتی"
"Raw Material Cost","هزینه مواد خام"
"Scrap Material Cost","هزینه ضایعات مواد"
"Operating Cost (Company Currency)","هزینه های عملیاتی (شرکت ارز)"
"Raw Material Cost (Company Currency)","هزینه مواد اولیه (ارز شرکت)"
"Scrap Material Cost(Company Currency)","هزینه ضایعات مواد (شرکت ارز)"
"Total Cost","هزینه کل"
"Total Cost (Company Currency)","هزینه کل (ارز شرکت)"
"Materials Required (Exploded)","مواد مورد نیاز (منفجر شد)"
"Exploded Items","موارد منفجر شده"
"Show in Website","نمایش در وب سایت"
"Item Image (if not slideshow)","مورد تصویر (در صورت اسلاید نمی شود)"
"Thumbnail","بند انگشتی"
"Website Specifications","مشخصات وب سایت"
"Show Items","نمایش آیتم ها"
"Show Operations","نمایش عملیات"
"Website Description","وب سایت توضیحات"
"BOM Explosion Item","BOM مورد انفجار"
"Qty Consumed Per Unit","تعداد مصرف شده در هر واحد"
"Include Item In Manufacturing","موارد را در ساخت وارد کنید"
"BOM Item","مورد BOM"
"Item operation","عملیات مورد"
"Rate & Amount","نرخ و مبلغ"
"Basic Rate (Company Currency)","نرخ پایه (شرکت ارز)"
"Scrap %","ضایعات٪"
"Original Item","مورد اصلی"
"BOM Operation","عملیات BOM"
"Operation Time","زمان عمل"
"In minutes","در عرض چند دقیقه"
"Batch Size","اندازه دسته"
"Base Hour Rate(Company Currency)","یک ساعت یک نرخ پایه (شرکت ارز)"
"Operating Cost(Company Currency)","هزینه های عملیاتی (شرکت ارز)"
"BOM Scrap Item","BOM مورد ضایعات"
"Basic Amount (Company Currency)","مقدار اولیه (شرکت ارز)"
"BOM Update Tool","ابزار به روز رسانی BOM"
"Replace a particular BOM in all other BOMs where it is used. It will replace the old BOM link, update cost and regenerate """"BOM Explosion Item"""" table as per new BOM.\nIt also updates latest price in all the BOMs.","یک BOM خاص را در همه BOM های دیگر که در آن استفاده می شود را جایگزین کنید. این لینک قدیمی BOM را جایگزین، به روز رسانی هزینه و بازسازی &quot;مورد انفجار BOM&quot; جدول به عنوان هر BOM جدید. همچنین قیمت آخر را در همه BOM ها به روز می کند."
"Replace BOM","جایگزین BOM"
